row.ID,annotation.network.number,NPC.superclass,NPC.class,NPC.pathway,ClassyFire.superclass,ClassyFire.class,ClassyFire.subclass,ClassyFire.level.5
1001,NA,Pseudoalkaloids,Purine alkaloids,Alkaloids,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-thiopurines
904,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1019,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1552,16,Fatty acyls,Fatty alcohols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
1114,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1105,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1422,NA,Saccharides,Disaccharides,Carbohydrates,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides
1050,NA,Phenylpropanoids (C6-C3),Cinnamic acids and derivatives,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Styrenes,NA
1051,NA,Tyrosine alkaloids,Phenylethylamines,Alkaloids,Benzenoids,Benzene and substituted derivatives,Phenethylamines,NA
1200,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1071,NA,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1076,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1056,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1536,NA,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates
1096,NA,Fatty esters,Fatty acyl carnitines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines
1306,14,Fatty Acids and Conjugates,Dicarboxylic acids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,NA
1031,NA,Ornithine alkaloids,Dipeptides,Alkaloids,Organoheterocyclic compounds,Pyrrolidines,Pyrrolidones,Pyrrolidine-2-ones
787,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1138,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1072,NA,Fatty acyls,Fatty alcohols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,NA
1276,15,Tyrosine alkaloids,Pyridine alkaloids,Alkaloids,Benzenoids,Phenols,Benzenediols,Catechols
1584,NA,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organoheterocyclic compounds,Heteroaromatic compounds,NA,NA
1286,NA,Small peptides,Dipeptides,Carbohydrates,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1284,15,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,NA
1679,15,Small peptides,Aminoacids,Amino acids and Peptides,Benzenoids,Benzene and substituted derivatives,Anilides,Acetanilides
771,NA,Peptide alkaloids,Pyrrolidine alkaloids,Alkaloids,Organoheterocyclic compounds,Piperidines,NA,NA
1295,NA,Small peptides,Aminoacids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1568,NA,Ornithine alkaloids,Polyamines,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Secondary amines
1349,NA,Anthranilic acid alkaloids,Quinoline alkaloids,Alkaloids,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
1389,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1356,NA,Pseudoalkaloids,Phenylalanine-derived alkaloids,Alkaloids,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines
1358,NA,Small peptides,Simple phenolic acids,Amino acids and Peptides,Organic acids and derivatives,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates
1588,NA,Coumarins,Simple coumarins,Shikimates and Phenylpropanoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1379,NA,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1382,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1384,NA,Tryptophan alkaloids,Phenazine alkaloids,Alkaloids,Benzenoids,NA,NA,NA
1497,NA,Small peptides,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1523,NA,Anthranilic acid alkaloids,Quinoline alkaloids,Alkaloids,Organoheterocyclic compounds,Azoles,Pyrazoles,Phenylpyrazoles
1540,NA,Saccharides,Monosaccharides,Carbohydrates,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides
1519,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1541,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1589,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1581,NA,Pseudoalkaloids,Phenylalanine-derived alkaloids,Alkaloids,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,NA
1606,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1580,NA,Small peptides,Dipeptides,Alkaloids,Organoheterocyclic compounds,Lactams,NA,NA
1610,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1397,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1129,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1631,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1632,NA,Tryptophan alkaloids,Simple indole alkaloids,Alkaloids,Benzenoids,NA,NA,NA
1592,NA,Lysine alkaloids,Dipeptides,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1337,16,Fatty acyls,Fatty alcohols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
1668,18,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
1676,18,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
1510,NA,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
1712,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1939,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1818,NA,Lysine alkaloids,Pyrrolidine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1710,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1749,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1748,NA,Oligopeptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1731,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1738,19,Saccharides,Monosaccharides,Carbohydrates,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides
1732,NA,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1862,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1735,NA,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1760,22,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1746,22,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1562,NA,Lysine alkaloids,Piperidine alkaloids,Alkaloids,Organoheterocyclic compounds,Lactams,NA,NA
1766,NA,Nucleosides,Purine nucleos(t)ides,Carbohydrates,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,NA
1811,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1782,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1759,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1780,NA,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA
1785,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1860,23,Tryptophan alkaloids,Cinnamic acids and derivatives,Alkaloids,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Hydroquinolones
1758,19,Small peptides,Aminoacids,Alkaloids,Benzenoids,NA,NA,NA
1891,NA,Small peptides,Aminoacids,Alkaloids,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,NA
1836,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1853,NA,Fatty esters,Fatty acyl carnitines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines
1840,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1870,NA,Fatty Acids and Conjugates,Wax monoesters,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1863,NA,Small peptides,Aminoacids,Alkaloids,Organoheterocyclic compounds,Piperidines,NA,NA
1865,NA,Anthranilic acid alkaloids,Phenazine alkaloids,Alkaloids,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinoxalines
1775,NA,Ornithine alkaloids,Polyamines,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
2167,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1894,NA,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1879,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1942,NA,Anthranilic acid alkaloids,Aminoacids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Anilides,Acetanilides
1925,25,Peptide alkaloids,Simple amide alkaloids,Alkaloids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Acylaminobenzoic acid and derivatives
2135,NA,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
1971,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1945,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
1967,NA,Pseudoalkaloids,Purine alkaloids,Alkaloids,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidones
1970,NA,Aminosugars and aminoglycosides,Aminosugars,Carbohydrates,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
1992,NA,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organoheterocyclic compounds,Oxazinanes,Morpholines,NA
1858,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
2066,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
2022,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
2033,NA,Small peptides,Dipeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
2056,NA,Peptide alkaloids,Quinoline alkaloids,Alkaloids,Benzenoids,Phenol ethers,NA,NA
2062,NA,Fatty esters,Fatty acyl carnitines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines
2078,NA,Small peptides,Aminoacids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
